employee_id,team,date,work_days,home_days,office_env,home_env,relationships,role,connections,involvement,lonliness,productivity
211,Sales,2020-07-10,5,0,4,3,4,2,5,1,2,2
211,Sales,2020-07-17,3,2,1,1,5,4,3,3,3,4
211,Sales,2020-07-24,4,1,5,2,4,4,1,3,5,3
211,Sales,2020-07-31,1,4,2,3,3,4,2,3,2,3
211,Sales,2020-08-07,2,3,4,3,5,2,4,2,4,3
211,Sales,2020-08-14,1,4,3,1,4,2,2,1,1,3
211,Sales,2020-08-21,4,1,3,3,3,2,2,2,2,4
211,Sales,2020-08-28,2,3,1,1,3,4,5,3,3,3
211,Sales,2020-09-04,2,3,2,5,1,5,4,5,3,3
211,Sales,2020-09-11,4,1,2,3,2,4,5,4,5,3
211,Sales,2020-09-18,4,1,3,3,3,1,1,4,2,3
211,Sales,2020-09-25,2,3,1,4,3,4,2,5,2,3
211,Sales,2020-10-02,2,3,2,5,3,2,2,4,4,3
211,Sales,2020-10-09,4,1,4,3,3,4,4,5,1,3
211,Sales,2020-10-16,4,1,4,3,5,3,4,5,4,2
211,Sales,2020-10-23,2,3,3,2,4,2,3,1,4,5
211,Sales,2020-10-30,1,4,1,3,5,3,4,2,3,3
211,Sales,2020-11-06,4,1,4,3,1,3,2,4,3,3
211,Sales,2020-11-13,2,3,2,5,4,2,1,1,2,3
211,Sales,2020-11-20,4,1,5,1,3,5,4,2,3,1
211,Sales,2020-11-27,1,4,1,2,2,2,2,5,1,5
211,Sales,2020-12-04,2,3,4,4,5,2,3,4,3,2
211,Sales,2020-12-11,2,3,5,4,2,2,4,3,3,4
211,Sales,2020-12-18,5,0,3,5,4,4,5,2,3,4
211,Sales,2020-12-25,4,1,2,4,1,2,2,1,3,3
212,Sales,2020-01-03,2,3,1,5,2,2,4,2,3,4
212,Sales,2020-01-10,5,0,3,2,2,4,1,2,3,3
212,Sales,2020-01-17,2,3,5,1,2,1,3,3,3,5
212,Sales,2020-01-24,1,4,4,4,4,5,3,5,3,2
212,Sales,2020-01-31,4,1,4,3,5,2,3,1,2,4
212,Sales,2020-02-07,3,2,2,4,3,3,5,3,3,3
212,Sales,2020-02-14,5,0,2,2,1,4,2,3,3,3
212,Sales,2020-02-21,3,2,4,4,2,1,4,2,3,5
212,Sales,2020-02-28,5,0,2,3,4,1,2,1,3,4
212,Sales,2020-03-06,2,3,4,5,5,5,4,5,3,3
212,Sales,2020-03-13,4,1,2,2,1,4,2,3,1,5
212,Sales,2020-03-20,2,3,2,4,2,3,5,2,1,2
212,Sales,2020-03-27,4,1,1,5,1,3,4,2,5,4
212,Sales,2020-04-03,2,3,3,3,4,3,5,2,4,4
212,Sales,2020-04-10,4,1,4,4,4,3,4,4,2,4
212,Sales,2020-04-17,5,0,1,1,2,5,3,4,2,3
212,Sales,2020-04-24,1,4,4,4,1,2,3,2,1,1
212,Sales,2020-05-01,2,3,3,2,2,2,1,5,4,1
212,Sales,2020-05-08,2,3,1,4,2,2,1,2,4,2
212,Sales,2020-05-15,4,1,3,1,2,2,5,1,2,3
212,Sales,2020-05-22,5,0,4,2,4,4,5,4,3,3
212,Sales,2020-05-29,4,1,5,4,2,5,2,2,2,1
212,Sales,2020-06-05,2,3,2,2,3,2,4,1,4,1
212,Sales,2020-06-12,4,1,4,4,1,4,3,5,5,3
212,Sales,2020-06-19,2,3,1,3,3,5,5,4,4,5
212,Sales,2020-06-26,4,1,3,5,4,1,4,5,3,4
212,Sales,2020-07-03,4,1,2,3,2,2,4,2,4,4
212,Sales,2020-07-10,1,4,3,1,4,5,3,4,1,2
212,Sales,2020-07-17,5,0,1,4,3,2,5,3,2,2
212,Sales,2020-07-24,4,1,4,4,3,4,2,4,4,2
212,Sales,2020-07-31,2,3,5,2,3,2,4,1,3,2
212,Sales,2020-08-07,2,3,2,1,3,2,3,5,3,5
212,Sales,2020-08-14,4,1,2,3,5,1,3,4,5,2
212,Sales,2020-08-21,5,0,4,5,4,2,1,4,4,5
212,Sales,2020-08-28,4,1,4,5,3,4,2,5,5,3
212,Sales,2020-09-04,2,3,4,2,3,4,1,2,1,2
212,Sales,2020-09-11,4,1,1,2,1,4,3,4,2,4
212,Sales,2020-09-18,2,3,4,4,3,2,3,1,1,4
212,Sales,2020-09-25,5,0,2,2,2,1,2,2,4,5
212,Sales,2020-10-02,4,1,1,3,3,2,1,4,5,2
212,Sales,2020-10-09,4,1,2,1,1,1,2,3,2,4
212,Sales,2020-10-16,3,2,1,5,3,1,1,3,3,5
212,Sales,2020-10-23,2,3,3,4,4,1,4,3,2,1
212,Sales,2020-10-30,1,4,2,3,3,2,5,5,2,4
212,Sales,2020-11-06,5,0,5,3,3,2,2,5,3,2
212,Sales,2020-11-13,4,1,5,3,3,2,2,5,4,4
212,Sales,2020-11-20,2,3,2,2,5,2,4,2,4,2
212,Sales,2020-11-27,1,4,4,3,4,1,2,2,2,1
212,Sales,2020-12-04,2,3,4,3,4,1,4,2,4,4
212,Sales,2020-12-11,1,4,1,1,5,2,2,4,3,5
212,Sales,2020-12-18,1,4,2,3,2,5,4,1,1,2
212,Sales,2020-12-25,3,2,3,3,1,2,3,5,5,4
213,Sales,2020-01-03,3,2,3,1,2,2,3,2,2,4
213,Sales,2020-01-10,4,1,2,5,3,1,1,1,1,5
213,Sales,2020-01-17,3,2,3,2,3,2,5,2,2,2
213,Sales,2020-01-24,3,2,1,2,3,2,2,2,2,3
213,Sales,2020-01-31,3,2,2,4,1,2,4,2,4,4
213,Sales,2020-02-07,5,0,1,2,5,4,2,1,2,4
213,Sales,2020-02-14,3,2,1,4,3,2,4,4,2,3
213,Sales,2020-02-21,5,0,5,3,4,3,4,3,1,5
213,Sales,2020-02-28,4,1,2,5,3,4,3,5,4,3
213,Sales,2020-03-06,4,1,3,2,4,1,1,2,2,5
213,Sales,2020-03-13,4,1,3,4,5,3,3,4,2,2
213,Sales,2020-03-20,2,3,1,3,2,5,2,5,1,4
213,Sales,2020-03-27,3,2,3,3,4,1,3,1,4,2
213,Sales,2020-04-03,3,2,3,1,5,4,5,5,5,1
213,Sales,2020-04-10,2,3,2,5,4,2,5,2,2,5
213,Sales,2020-04-17,3,2,3,4,4,4,4,1,2,2
213,Sales,2020-04-24,5,0,5,4,3,3,1,4,4,3
213,Sales,2020-05-01,1,4,4,3,3,2,4,2,4,5
213,Sales,2020-05-08,5,0,3,3,3,2,3,4,2,1
213,Sales,2020-05-15,2,3,2,3,5,4,2,3,2,2
213,Sales,2020-05-22,2,3,3,3,4,5,2,3,4,2
213,Sales,2020-05-29,4,1,1,3,5,3,4,3,2,1
213,Sales,2020-06-05,1,4,5,3,4,3,1,3,4,4
213,Sales,2020-06-12,3,2,4,5,3,2,4,3,4,1
213,Sales,2020-06-19,3,2,4,2,4,2,5,3,5,3
213,Sales,2020-06-26,3,2,3,4,2,1,2,1,4,5
213,Sales,2020-07-03,5,0,3,4,3,2,4,2,2,2
213,Sales,2020-07-10,1,4,3,2,2,3,1,3,2,4
213,Sales,2020-07-17,2,3,5,2,4,1,2,5,4,3
213,Sales,2020-07-24,4,1,2,2,3,3,2,4,3,5
213,Sales,2020-07-31,4,1,5,3,3,3,3,4,1,2
213,Sales,2020-08-07,4,1,4,4,5,5,2,4,1,2
213,Sales,2020-08-14,2,3,3,1,4,4,4,4,3,4
213,Sales,2020-08-21,4,1,3,2,1,3,4,3,3,5
213,Sales,2020-08-28,1,4,5,4,3,2,4,3,2,2
213,Sales,2020-09-04,5,0,3,5,3,4,3,3,4,4
213,Sales,2020-09-11,2,3,3,4,3,5,3,3,5,4
213,Sales,2020-09-18,1,4,5,4,2,4,3,3,2,4
213,Sales,2020-09-25,4,1,4,4,3,1,3,1,2,4
213,Sales,2020-10-02,2,3,2,2,3,5,2,1,1,4
213,Sales,2020-10-09,4,1,4,2,5,4,5,3,4,4
213,Sales,2020-10-16,3,2,3,4,2,4,1,3,3,5
213,Sales,2020-10-23,3,2,1,5,2,4,5,2,5,4
213,Sales,2020-10-30,2,3,2,3,1,4,2,3,4,4
213,Sales,2020-11-06,3,2,1,3,4,2,4,1,2,3
213,Sales,2020-11-13,5,0,2,3,3,2,1,4,3,5
213,Sales,2020-11-20,4,1,3,2,5,4,2,3,3,5
213,Sales,2020-11-27,3,2,3,3,2,2,4,5,3,1
213,Sales,2020-12-04,5,0,3,3,2,2,3,2,2,4
213,Sales,2020-12-11,2,3,1,5,2,1,3,4,5,3
213,Sales,2020-12-18,4,1,3,3,1,2,2,4,3,5
213,Sales,2020-12-25,3,2,3,1,4,4,5,2,4,4
214,Sales,2020-01-03,1,4,5,2,2,5,2,2,4,3
214,Sales,2020-01-10,5,0,2,3,2,1,2,4,3,3
214,Sales,2020-01-17,1,4,5,4,5,2,4,3,5,5
214,Sales,2020-01-24,4,1,2,2,4,4,4,4,1,2
214,Sales,2020-01-31,4,1,4,1,4,4,2,5,2,2
214,Sales,2020-02-07,2,3,1,2,4,4,4,4,4,2
214,Sales,2020-02-14,1,4,4,5,4,1,1,5,3,4
214,Sales,2020-02-21,3,2,2,5,1,1,2,4,3,5
214,Sales,2020-02-28,3,2,3,4,2,3,1,3,3,4
214,Sales,2020-03-06,3,2,5,4,3,2,2,3,2,5
214,Sales,2020-03-13,3,2,5,5,4,3,4,3,3,5
214,Sales,2020-03-20,5,0,4,1,5,3,3,5,5,2
214,Sales,2020-03-27,2,3,4,4,2,2,3,3,3,4
214,Sales,2020-04-03,2,3,1,1,1,5,3,5,4,4
214,Sales,2020-04-10,5,0,3,3,4,4,1,3,1,3
214,Sales,2020-04-17,4,1,3,2,4,1,1,3,2,1
214,Sales,2020-04-24,4,1,2,3,4,1,5,3,2,1
214,Sales,2020-05-01,5,0,1,5,3,4,4,4,2,2
214,Sales,2020-05-08,1,4,3,4,3,4,3,5,4,3
214,Sales,2020-05-15,3,2,3,5,3,5,3,2,4,3
214,Sales,2020-05-22,3,2,5,4,3,2,2,2,5,1
214,Sales,2020-05-29,5,0,4,5,3,4,5,1,4,3
214,Sales,2020-06-05,5,0,3,1,2,2,3,2,4,2
214,Sales,2020-06-12,4,1,5,4,5,3,3,1,5,5
214,Sales,2020-06-19,3,2,4,5,5,3,3,2,2,1
214,Sales,2020-06-26,3,2,5,4,2,3,3,4,2,5
214,Sales,2020-07-03,1,4,4,2,4,3,3,3,4,4
214,Sales,2020-07-10,2,3,3,2,4,5,2,5,3,2
214,Sales,2020-07-17,3,2,5,1,1,3,3,2,3,3
214,Sales,2020-07-24,5,0,3,2,4,2,3,2,1,3
214,Sales,2020-07-31,2,3,2,4,3,4,3,1,3,3
214,Sales,2020-08-07,5,0,2,2,3,5,1,4,1,4
214,Sales,2020-08-14,4,1,2,2,5,1,2,1,3,3
214,Sales,2020-08-21,2,3,1,5,2,2,5,4,3,5
214,Sales,2020-08-28,4,1,1,4,1,2,4,2,2,5
214,Sales,2020-09-04,4,1,3,4,4,3,1,1,5,5
214,Sales,2020-09-11,1,4,4,1,3,4,5,3,4,2
214,Sales,2020-09-18,2,3,3,2,3,3,2,2,5,4
214,Sales,2020-09-25,5,0,5,2,5,3,4,2,4,2
214,Sales,2020-10-02,4,1,2,4,4,3,5,3,2,4
214,Sales,2020-10-09,5,0,2,4,2,3,4,5,5,4
214,Sales,2020-10-16,4,1,2,2,4,3,2,3,5,3
214,Sales,2020-10-23,3,2,5,2,3,3,1,4,4,1
214,Sales,2020-10-30,3,2,4,2,2,5,2,3,2,3
214,Sales,2020-11-06,3,2,5,4,4,3,3,3,5,3
214,Sales,2020-11-13,1,4,2,1,3,2,2,1,3,5
214,Sales,2020-11-20,1,4,1,4,3,3,1,1,1,4
214,Sales,2020-11-27,3,2,4,2,3,5,2,3,5,2
214,Sales,2020-12-04,3,2,2,4,5,5,3,5,2,3
214,Sales,2020-12-11,3,2,3,2,1,4,1,5,4,1
214,Sales,2020-12-18,3,2,3,4,2,2,3,3,1,5
214,Sales,2020-12-25,3,2,3,3,2,4,3,5,2,2
215,Sales,2020-01-03,2,3,3,3,4,2,5,1,1,4
215,Sales,2020-01-10,3,2,1,5,1,2,4,2,3,2
215,Sales,2020-01-17,1,4,5,4,2,5,3,2,3,4
215,Sales,2020-01-24,3,2,3,4,4,4,2,4,2,4
215,Sales,2020-01-31,3,2,3,3,2,4,3,3,5,3
215,Sales,2020-02-07,3,2,5,1,2,3,3,1,4,5
215,Sales,2020-02-14,1,4,2,3,1,1,2,2,1,4
215,Sales,2020-02-21,2,3,4,3,4,3,5,1,1,5
215,Sales,2020-02-28,5,0,4,5,4,3,4,3,5,2
215,Sales,2020-03-06,5,0,3,2,3,3,3,3,2,1
215,Sales,2020-03-13,1,4,3,5,5,5,3,1,4,4
215,Sales,2020-03-20,3,2,2,4,2,3,3,3,5,2
215,Sales,2020-03-27,3,2,5,1,2,1,5,3,4,1
215,Sales,2020-04-03,3,2,4,4,2,4,2,2,5,3
215,Sales,2020-04-10,1,4,1,3,2,3,3,5,4,1
215,Sales,2020-04-17,3,2,2,5,2,3,4,5,4,3
215,Sales,2020-04-24,2,3,2,2,2,1,3,2,5,2
215,Sales,2020-05-01,3,2,5,4,2,3,4,2,2,3
215,Sales,2020-05-08,5,0,1,3,1,3,4,1,3,5
215,Sales,2020-05-15,4,1,4,3,2,5,3,4,2,4
215,Sales,2020-05-22,5,0,4,5,1,2,2,4,1,4
215,Sales,2020-05-29,1,4,2,2,4,1,1,2,3,5
215,Sales,2020-06-05,4,1,3,2,3,2,2,2,2,1
215,Sales,2020-06-12,2,3,1,2,5,2,2,4,2,1
215,Sales,2020-06-19,2,3,3,1,2,4,3,2,4,2
215,Sales,2020-06-26,4,1,3,2,4,5,1,4,2,2
215,Sales,2020-07-03,1,4,4,5,3,2,3,2,2,4
215,Sales,2020-07-10,5,0,1,2,3,5,2,1,2,2
215,Sales,2020-07-17,2,3,3,1,3,2,5,4,4,5
215,Sales,2020-07-24,1,4,3,2,3,4,2,2,1,1
215,Sales,2020-07-31,4,1,3,4,3,4,3,2,4,1
215,Sales,2020-08-07,2,3,5,1,3,1,4,4,3,1
215,Sales,2020-08-14,2,3,2,1,2,2,4,2,1,2
215,Sales,2020-08-21,4,1,2,3,3,4,5,4,2,4
215,Sales,2020-08-28,3,2,4,5,3,4,2,5,4,3
215,Sales,2020-09-04,5,0,4,2,3,3,4,4,5,3
215,Sales,2020-09-11,5,0,5,5,3,5,1,4,3,3
215,Sales,2020-09-18,2,3,4,3,3,4,3,3,1,3
215,Sales,2020-09-25,4,1,5,4,2,2,4,3,1,3
215,Sales,2020-10-02,3,2,5,3,3,2,5,3,5,3
215,Sales,2020-10-09,5,0,4,1,5,2,4,4,2,2
215,Sales,2020-10-16,2,3,4,3,2,2,5,3,2,4
215,Sales,2020-10-23,1,4,4,5,4,4,2,2,2,5
215,Sales,2020-10-30,2,3,4,4,2,2,1,1,2,4
215,Sales,2020-11-06,4,1,5,2,4,1,4,3,3,4
215,Sales,2020-11-13,3,2,1,4,5,4,2,5,2,4
215,Sales,2020-11-20,3,2,4,4,2,3,4,4,4,5
215,Sales,2020-11-27,5,0,4,5,3,3,2,4,5,1
215,Sales,2020-12-04,4,1,2,2,4,3,2,3,4,4
215,Sales,2020-12-11,5,0,2,4,1,1,5,1,3,5
215,Sales,2020-12-18,2,3,1,2,1,3,3,5,3,2
215,Sales,2020-12-25,3,2,4,4,2,2,1,5,5,1
216,Sales,2020-01-03,1,4,5,1,5,5,2,4,2,2
216,Sales,2020-01-10,4,1,4,2,4,4,4,3,1,1
216,Sales,2020-01-17,4,1,3,4,5,3,1,2,2,4
216,Sales,2020-01-24,2,3,3,5,1,5,4,1,2,4
216,Sales,2020-01-31,1,4,1,4,4,4,4,3,2,4
216,Sales,2020-02-07,4,1,5,4,4,2,5,5,5,2
216,Sales,2020-02-14,2,3,4,2,2,4,2,4,4,3
216,Sales,2020-02-21,2,3,5,3,5,5,4,4,3,3
216,Sales,2020-02-28,2,3,2,5,1,4,2,3,1,5
216,Sales,2020-03-06,1,4,2,4,2,3,1,5,2,2
216,Sales,2020-03-13,3,2,2,2,1,2,4,4,5,3
216,Sales,2020-03-20,2,3,4,3,2,5,4,4,1,2
216,Sales,2020-03-27,4,1,4,4,1,4,4,2,2,2
216,Sales,2020-04-03,4,1,2,4,1,2,2,2,2,1
216,Sales,2020-04-10,5,0,3,3,2,4,1,2,4,1
216,Sales,2020-04-17,2,3,5,1,2,1,3,1,2,3
216,Sales,2020-04-24,3,2,3,3,4,3,4,4,4,4
216,Sales,2020-05-01,5,0,5,5,3,3,2,5,1,3
216,Sales,2020-05-08,5,0,1,4,2,5,5,1,4,3
216,Sales,2020-05-15,4,1,1,3,3,4,4,4,4,3
216,Sales,2020-05-22,1,4,2,3,5,1,4,4,4,3
216,Sales,2020-05-29,4,1,3,3,2,3,5,2,1,3
216,Sales,2020-06-05,5,0,2,3,1,5,4,2,2,3
216,Sales,2020-06-12,1,4,4,5,4,4,1,1,1,3
216,Sales,2020-06-19,2,3,4,1,4,3,2,4,4,3
216,Sales,2020-06-26,4,1,3,4,2,3,4,3,2,5
216,Sales,2020-07-03,4,1,1,4,1,2,2,4,3,2
216,Sales,2020-07-10,4,1,1,4,1,3,1,3,1,4
216,Sales,2020-07-17,5,0,3,4,4,1,2,5,5,4
216,Sales,2020-07-24,4,1,5,3,4,1,4,2,2,3
216,Sales,2020-07-31,5,0,4,3,5,3,3,4,2,4
216,Sales,2020-08-07,2,3,4,5,2,5,1,2,4,4
216,Sales,2020-08-14,2,3,3,4,4,3,3,2,3,1
216,Sales,2020-08-21,2,3,3,2,3,5,2,1,5,5
216,Sales,2020-08-28,2,3,3,2,2,4,1,2,5,4
216,Sales,2020-09-04,4,1,5,5,3,3,3,1,3,3
216,Sales,2020-09-11,1,4,4,2,3,5,3,4,5,5
216,Sales,2020-09-18,4,1,4,2,3,4,5,3,5,4
216,Sales,2020-09-25,1,4,4,1,3,2,2,3,2,3
216,Sales,2020-10-02,4,1,4,4,3,2,4,4,4,5
216,Sales,2020-10-09,3,2,2,4,4,2,1,3,2,4
216,Sales,2020-10-16,2,3,5,2,3,3,1,5,2,2
216,Sales,2020-10-23,3,2,1,3,5,4,1,2,4,5
216,Sales,2020-10-30,3,2,4,3,2,3,3,1,1,4
216,Sales,2020-11-06,3,2,2,3,1,5,2,2,1,4
216,Sales,2020-11-13,1,4,1,3,4,2,1,1,2,4
216,Sales,2020-11-20,2,3,1,3,4,1,2,5,5,3
216,Sales,2020-11-27,1,4,5,3,5,3,3,2,1,5
216,Sales,2020-12-04,3,2,4,4,1,4,3,2,3,4
216,Sales,2020-12-11,3,2,3,1,2,2,5,2,5,2
216,Sales,2020-12-18,3,2,3,5,2,1,2,2,4,2
216,Sales,2020-12-25,2,3,4,4,1,3,4,4,4,3
217,Sales,2020-01-03,1,4,5,5,4,3,2,4,4,3
217,Sales,2020-01-10,5,0,3,2,2,2,1,5,2,3
217,Sales,2020-01-17,2,3,3,2,3,3,1,4,2,1
217,Sales,2020-01-24,1,4,3,4,1,3,2,4,4,2
217,Sales,2020-01-31,4,1,4,1,2,5,1,1,5,2
217,Sales,2020-02-07,2,3,5,3,4,2,2,1,1,5
217,Sales,2020-02-14,4,1,1,2,1,1,2,3,4,2
217,Sales,2020-02-21,3,2,2,3,3,2,1,3,1,4
217,Sales,2020-02-28,3,2,4,3,3,4,4,5,3,4
217,Sales,2020-03-06,1,4,1,3,3,4,2,3,3,3
217,Sales,2020-03-13,3,2,3,2,2,4,1,3,2,4
217,Sales,2020-03-20,3,2,5,1,3,4,2,3,1,5
217,Sales,2020-03-27,3,2,2,5,3,4,2,5,3,3
217,Sales,2020-04-03,5,0,4,4,1,3,2,2,1,1
217,Sales,2020-04-10,1,4,4,3,3,5,1,1,3,5
217,Sales,2020-04-17,2,3,2,5,2,1,2,4,5,2
217,Sales,2020-04-24,1,4,4,5,3,5,4,3,2,1
217,Sales,2020-05-01,4,1,4,4,3,2,3,2,1,1
217,Sales,2020-05-08,2,3,3,3,5,2,5,5,4,4
217,Sales,2020-05-15,2,3,5,5,4,1,4,2,2,5
217,Sales,2020-05-22,2,3,4,4,3,4,3,4,4,2
217,Sales,2020-05-29,3,2,4,4,3,2,5,2,4,1
217,Sales,2020-06-05,2,3,2,4,5,2,2,2,1,2
217,Sales,2020-06-12,1,4,3,2,1,4,2,4,3,4
217,Sales,2020-06-19,4,1,2,4,4,2,4,2,2,4
217,Sales,2020-06-26,2,3,3,4,2,2,4,3,2,2
217,Sales,2020-07-03,4,1,1,1,2,1,2,3,5,3
217,Sales,2020-07-10,4,1,3,1,2,4,3,1,2,4
217,Sales,2020-07-17,1,4,3,4,5,2,3,2,2,3
217,Sales,2020-07-24,2,3,3,3,4,4,3,1,4,3
217,Sales,2020-07-31,2,3,3,3,4,3,3,2,2,5
217,Sales,2020-08-07,4,1,5,3,3,5,3,3,1,4
217,Sales,2020-08-14,4,1,4,4,3,4,3,1,4,3
217,Sales,2020-08-21,3,2,4,3,3,1,1,3,2,3
217,Sales,2020-08-28,3,2,4,3,3,5,3,3,1,3
217,Sales,2020-09-04,5,0,5,5,3,2,4,5,2,4
217,Sales,2020-09-11,1,4,2,4,3,2,3,1,2,3
217,Sales,2020-09-18,2,3,2,2,5,4,2,4,4,3
217,Sales,2020-09-25,2,3,4,4,1,5,1,1,1,2
217,Sales,2020-10-02,4,1,4,5,4,2,2,2,3,3
217,Sales,2020-10-09,2,3,4,3,3,4,1,4,2,1
217,Sales,2020-10-16,2,3,5,1,3,1,5,3,3,3
217,Sales,2020-10-23,4,1,4,3,5,3,3,3,5,3
217,Sales,2020-10-30,2,3,3,2,4,3,4,5,4,5
217,Sales,2020-11-06,4,1,5,3,3,2,2,3,4,4
217,Sales,2020-11-13,1,4,4,5,3,3,4,2,4,3
217,Sales,2020-11-20,2,3,4,4,3,1,4,2,2,2
217,Sales,2020-11-27,3,2,1,1,5,5,5,2,5,2
217,Sales,2020-12-04,5,0,1,2,2,5,4,2,2,3
217,Sales,2020-12-11,2,3,3,5,4,2,1,2,4,1
217,Sales,2020-12-18,4,1,3,3,1,4,4,2,4,1
217,Sales,2020-12-25,4,1,2,3,2,5,4,3,1,2
218,Sales,2020-01-03,5,0,1,1,4,4,2,4,2,2
218,Sales,2020-01-10,4,1,3,3,4,2,4,1,2,3
218,Sales,2020-01-17,5,0,3,5,1,4,1,5,4,4
218,Sales,2020-01-24,1,4,5,2,2,3,4,2,2,1
218,Sales,2020-01-31,2,3,3,2,4,1,3,2,1,1
218,Sales,2020-02-07,4,1,2,2,1,3,3,4,2,3
218,Sales,2020-02-14,4,1,2,4,3,3,5,2,1,3
218,Sales,2020-02-21,3,2,1,1,5,3,3,4,2,1
218,Sales,2020-02-28,3,2,5,4,4,1,4,4,5,3
218,Sales,2020-03-06,1,4,2,2,2,3,3,4,4,3
218,Sales,2020-03-13,3,2,4,1,1,3,3,4,3,4
218,Sales,2020-03-20,2,3,1,4,3,2,3,1,1,2
218,Sales,2020-03-27,5,0,5,3,2,1,2,3,3,3
218,Sales,2020-04-03,1,4,4,5,1,3,3,4,3,1
218,Sales,2020-04-10,3,2,2,2,1,3,3,1,2,3
218,Sales,2020-04-17,2,3,1,4,3,3,3,3,3,3
218,Sales,2020-04-24,3,2,4,4,3,5,1,2,1,3
218,Sales,2020-05-01,3,2,5,3,2,4,3,2,3,5
218,Sales,2020-05-08,2,3,1,1,2,2,5,5,5,2
218,Sales,2020-05-15,3,2,2,3,3,3,2,3,2,1
218,Sales,2020-05-22,5,0,1,2,3,3,1,3,4,4
218,Sales,2020-05-29,4,1,4,5,2,3,2,1,3,2
218,Sales,2020-06-05,4,1,5,4,5,3,2,5,5,1
218,Sales,2020-06-12,4,1,4,1,4,3,3,3,5,2
218,Sales,2020-06-19,1,4,5,2,5,2,4,5,2,5
218,Sales,2020-06-26,4,1,4,2,1,5,3,3,1,4
218,Sales,2020-07-03,5,0,4,5,4,4,3,2,2,4
218,Sales,2020-07-10,2,3,4,3,2,1,5,3,4,4
218,Sales,2020-07-17,1,4,3,2,1,4,2,3,3,1
218,Sales,2020-07-24,2,3,3,5,3,3,3,1,2,3
218,Sales,2020-07-31,1,4,3,1,3,3,4,5,3,4
218,Sales,2020-08-07,2,3,3,4,3,2,5,4,5,1
218,Sales,2020-08-14,2,3,3,2,5,1,4,4,4,1
218,Sales,2020-08-21,4,1,2,5,1,2,4,3,2,2
218,Sales,2020-08-28,4,1,1,4,4,3,4,5,3,3
218,Sales,2020-09-04,3,2,4,2,2,2,3,4,3,1
218,Sales,2020-09-11,3,2,3,4,3,3,3,4,1,3
218,Sales,2020-09-18,5,0,3,2,4,2,3,4,3,5
218,Sales,2020-09-25,4,1,5,2,5,1,2,2,5,5
218,Sales,2020-10-02,5,0,4,2,1,5,1,5,4,2
218,Sales,2020-10-09,1,4,4,2,4,4,5,1,3,2
218,Sales,2020-10-16,1,4,4,1,4,2,4,1,2,4
218,Sales,2020-10-23,5,0,2,2,2,3,4,4,3,2
218,Sales,2020-10-30,2,3,2,2,4,3,3,4,3,1
218,Sales,2020-11-06,5,0,3,1,3,5,2,3,5,4
218,Sales,2020-11-13,2,3,3,4,2,1,2,2,2,4
218,Sales,2020-11-20,4,1,3,3,1,4,5,5,4,4
218,Sales,2020-11-27,2,3,3,3,4,2,5,3,3,4
218,Sales,2020-12-04,1,4,5,3,4,1,2,5,3,3
218,Sales,2020-12-11,2,3,2,2,3,4,2,2,1,3
218,Sales,2020-12-18,5,0,4,5,3,2,4,4,3,3
218,Sales,2020-12-25,1,4,5,4,5,2,4,1,2,2
219,Sales,2020-01-03,1,4,1,4,4,2,1,2,3,3
219,Sales,2020-01-10,2,3,4,4,4,5,5,5,3,5
219,Sales,2020-01-17,4,1,5,4,1,2,4,2,3,2
219,Sales,2020-01-24,3,2,4,1,3,4,5,2,1,4
219,Sales,2020-01-31,3,2,2,4,3,4,2,2,4,4
219,Sales,2020-02-07,3,2,4,4,1,5,4,4,3,4
219,Sales,2020-02-14,3,2,5,2,3,5,4,3,3,4
219,Sales,2020-02-21,3,2,2,3,3,1,4,1,3,4
219,Sales,2020-02-28,1,4,1,3,3,2,1,1,3,3
219,Sales,2020-03-06,3,2,2,3,5,2,5,2,5,3
219,Sales,2020-03-13,5,0,4,4,4,4,5,2,3,3
219,Sales,2020-03-20,4,1,4,1,1,4,2,2,4,3
219,Sales,2020-03-27,3,2,3,2,2,4,4,2,5,5
219,Sales,2020-04-03,5,0,5,3,2,3,2,4,2,1
219,Sales,2020-04-10,2,3,3,1,2,5,4,4,2,4
219,Sales,2020-04-17,4,1,2,2,2,4,2,4,3,5
219,Sales,2020-04-24,4,1,4,1,2,5,1,3,5,4
219,Sales,2020-05-01,2,3,5,5,3,5,4,2,4,4
219,Sales,2020-05-08,4,1,3,2,4,1,3,2,1,3
219,Sales,2020-05-15,4,1,4,2,2,4,5,2,2,3
219,Sales,2020-05-22,3,2,3,3,3,4,4,4,4,3
219,Sales,2020-05-29,2,3,3,1,3,2,3,4,2,5
219,Sales,2020-06-05,3,2,5,2,4,1,3,3,2,3
219,Sales,2020-06-12,3,2,1,4,3,3,3,5,3,3
219,Sales,2020-06-19,3,2,2,5,4,5,3,1,5,3
219,Sales,2020-06-26,5,0,2,2,3,4,3,2,4,1
219,Sales,2020-07-03,2,3,4,5,5,4,2,4,4,3
219,Sales,2020-07-10,4,1,1,2,5,3,2,5,4,3
219,Sales,2020-07-17,1,4,2,1,3,2,3,4,5,2
219,Sales,2020-07-24,3,2,3,4,3,3,1,5,2,5
219,Sales,2020-07-31,5,0,3,5,5,5,5,2,4,2
219,Sales,2020-08-07,4,1,1,2,4,2,2,2,2,1
219,Sales,2020-08-14,5,0,2,4,3,1,1,2,4,2
